property_id,date,price,is_weekend,is_holiday,is_event,weather,booked
PROP_001,2023-02-13,221.11,0,0,0,Snowy,0
PROP_001,2023-02-14,225.51,0,0,0,Sunny,1
PROP_001,2023-02-15,233.33,0,0,0,Sunny,1
PROP_001,2023-02-16,356.79,0,0,0,Snowy,0
PROP_001,2023-02-17,359.38,0,0,0,Cloudy,0
PROP_001,2023-02-18,257.85,1,0,0,Sunny,1
PROP_001,2023-02-19,377.26,1,0,0,Rainy,0
PROP_001,2023-02-20,212.76,0,0,0,Cloudy,1
PROP_001,2023-02-21,333.67,0,0,0,Sunny,0
PROP_001,2023-02-22,306.58,0,0,0,Cloudy,0
PROP_001,2023-02-23,220.58,0,0,0,Snowy,1
PROP_001,2023-02-24,296.08,0,0,0,Sunny,1
PROP_001,2023-02-25,398.29,1,0,0,Sunny,0
PROP_001,2023-02-26,222.9,1,0,0,Snowy,1
PROP_001,2023-02-27,323.22,0,0,0,Snowy,0
PROP_001,2023-02-28,350.41,0,0,0,Cloudy,0
PROP_001,2023-03-01,342.31,0,0,0,Rainy,0
PROP_001,2023-03-02,247.33,0,0,0,Sunny,1
PROP_001,2023-03-03,243.89,0,0,0,Cloudy,1
PROP_001,2023-03-04,319.45,1,0,0,Rainy,1
PROP_001,2023-03-05,307.46,1,0,0,Cloudy,1
PROP_001,2023-03-06,286.52,0,0,0,Cloudy,1
PROP_001,2023-03-07,268.88,0,0,0,Rainy,1
PROP_001,2023-03-08,196.08,0,0,0,Cloudy,1
PROP_001,2023-03-09,302.45,0,0,0,Sunny,1
PROP_001,2023-03-10,322.23,0,0,0,Cloudy,1
PROP_001,2023-03-11,395.78,1,0,0,Sunny,0
PROP_001,2023-03-12,387.86,1,0,0,Sunny,0
PROP_001,2023-03-13,274.35,0,0,0,Sunny,1
PROP_001,2023-03-14,337.79,0,0,1,Cloudy,1
PROP_001,2023-03-15,281.9,0,0,0,Cloudy,1
PROP_001,2023-03-16,332.91,0,0,0,Rainy,0
PROP_001,2023-03-17,205.67,0,0,0,Cloudy,1
PROP_001,2023-03-18,387.01,1,0,0,Sunny,0
PROP_001,2023-03-19,284.19,1,0,0,Sunny,1
PROP_001,2023-03-20,221.78,0,0,0,Cloudy,1
PROP_001,2023-03-21,307.11,0,0,0,Sunny,1
PROP_001,2023-03-22,351.08,0,0,0,Rainy,0
PROP_001,2023-03-23,208.78,0,0,0,Cloudy,1
PROP_001,2023-03-24,315.17,0,0,0,Sunny,0
PROP_001,2023-03-25,358.33,1,0,0,Cloudy,0
PROP_001,2023-03-26,256.07,1,0,0,Rainy,1
PROP_001,2023-03-27,344.62,0,0,1,Rainy,0
PROP_001,2023-03-28,224.98,0,0,0,Rainy,1
PROP_001,2023-03-29,208.34,0,0,0,Rainy,1
PROP_001,2023-03-30,331.79,0,0,0,Rainy,0
PROP_001,2023-03-31,212.62,0,0,0,Sunny,0
PROP_001,2023-04-01,224.92,1,0,0,Sunny,1
PROP_001,2023-04-02,359.36,1,0,0,Cloudy,0
PROP_001,2023-04-03,223.21,0,0,0,Sunny,1
PROP_001,2023-04-04,324.03,0,0,0,Sunny,0
PROP_001,2023-04-05,287.89,0,0,0,Sunny,0
PROP_001,2023-04-06,317.59,0,0,0,Sunny,0
PROP_001,2023-04-07,337.79,0,0,0,Cloudy,0
PROP_001,2023-04-08,330.72,1,0,0,Rainy,0
PROP_001,2023-04-09,272.82,1,0,0,Cloudy,1
PROP_001,2023-04-10,273.71,0,0,0,Cloudy,0
PROP_001,2023-04-11,284.29,0,0,0,Cloudy,0
PROP_001,2023-04-12,232.6,0,0,0,Cloudy,0
PROP_001,2023-04-13,228.53,0,0,0,Rainy,0
PROP_001,2023-04-14,300.66,0,0,0,Cloudy,0
PROP_001,2023-04-15,254.5,1,1,0,Sunny,1
PROP_001,2023-04-16,290.17,1,0,0,Cloudy,1
PROP_001,2023-04-17,342.06,0,0,1,Rainy,1
PROP_001,2023-04-18,295.79,0,0,0,Sunny,0
PROP_001,2023-04-19,250.73,0,0,0,Sunny,1
PROP_001,2023-04-20,238.47,0,0,0,Sunny,1
PROP_001,2023-04-21,302.91,0,0,0,Sunny,0
PROP_001,2023-04-22,272.39,1,0,0,Sunny,1
PROP_001,2023-04-23,319.56,1,0,0,Sunny,1
PROP_001,2023-04-24,205.45,0,0,0,Rainy,1
PROP_001,2023-04-25,302.04,0,0,0,Rainy,0
PROP_001,2023-04-26,308.81,0,0,0,Cloudy,0
PROP_001,2023-04-27,290.07,0,1,0,Rainy,0
PROP_001,2023-04-28,362.23,0,0,0,Sunny,0
PROP_001,2023-04-29,285.36,1,0,0,Rainy,0
PROP_001,2023-04-30,387.24,1,0,0,Sunny,0
PROP_001,2023-05-01,321.47,0,0,0,Sunny,0
PROP_001,2023-05-02,265.2,0,0,0,Rainy,0
PROP_001,2023-05-03,332.81,0,0,0,Rainy,0
PROP_001,2023-05-04,258.4,0,0,0,Sunny,1
PROP_001,2023-05-05,213.9,0,0,0,Sunny,1
PROP_001,2023-05-06,267.38,1,0,0,Rainy,1
PROP_001,2023-05-07,221.78,1,0,0,Sunny,1
PROP_001,2023-05-08,296.68,0,0,0,Rainy,0
PROP_001,2023-05-09,279.46,0,0,0,Rainy,0
PROP_001,2023-05-10,251.48,0,0,0,Cloudy,0
PROP_001,2023-05-11,258.13,0,0,0,Rainy,0
PROP_001,2023-05-12,364.06,0,1,0,Rainy,0
PROP_001,2023-05-13,286.59,1,0,0,Cloudy,1
PROP_001,2023-05-14,308.5,1,0,0,Sunny,1
PROP_001,2023-05-15,278.5,0,0,0,Cloudy,1
PROP_001,2023-05-16,299.97,0,0,0,Cloudy,0
PROP_001,2023-05-17,307.83,0,0,0,Cloudy,1
PROP_001,2023-05-18,217.53,0,0,0,Sunny,1
PROP_001,2023-05-19,229.51,0,0,0,Sunny,1
PROP_001,2023-05-20,204.92,1,0,0,Sunny,1
PROP_001,2023-05-21,277.81,1,0,0,Cloudy,1
PROP_001,2023-05-22,291.03,0,0,0,Sunny,1
PROP_001,2023-05-23,274.8,0,0,0,Rainy,0
PROP_001,2023-05-24,217.18,0,0,0,Cloudy,0
PROP_001,2023-05-25,345.77,0,0,0,Sunny,0
PROP_001,2023-05-26,355.0,0,0,0,Cloudy,0
PROP_001,2023-05-27,365.64,1,0,0,Rainy,0
PROP_001,2023-05-28,290.59,1,0,0,Sunny,1
PROP_001,2023-05-29,207.15,0,0,0,Cloudy,1
PROP_001,2023-05-30,294.27,0,0,0,Sunny,1
PROP_001,2023-05-31,440.04,0,1,0,Sunny,1
PROP_001,2023-06-01,193.66,0,0,0,Sunny,1
PROP_001,2023-06-02,196.6,0,0,0,Cloudy,1
PROP_001,2023-06-03,286.39,1,0,0,Sunny,1
PROP_001,2023-06-04,236.34,1,0,0,Sunny,1
PROP_001,2023-06-05,298.54,0,0,0,Sunny,0
PROP_001,2023-06-06,243.97,0,0,0,Sunny,0
PROP_001,2023-06-07,206.24,0,0,0,Sunny,1
PROP_001,2023-06-08,326.19,0,0,0,Sunny,0
PROP_001,2023-06-09,310.76,0,0,0,Sunny,0
PROP_001,2023-06-10,328.94,1,0,0,Sunny,0
PROP_001,2023-06-11,239.41,1,0,0,Cloudy,1
PROP_001,2023-06-12,304.68,0,0,0,Sunny,1
PROP_001,2023-06-13,327.78,0,0,0,Cloudy,0
PROP_001,2023-06-14,262.17,0,0,0,Sunny,0
PROP_001,2023-06-15,282.62,0,0,0,Sunny,1
PROP_001,2023-06-16,275.19,0,0,0,Sunny,0
PROP_001,2023-06-17,368.9,1,0,0,Cloudy,0
PROP_001,2023-06-18,236.53,1,0,0,Sunny,1
PROP_001,2023-06-19,308.96,0,0,0,Rainy,0
PROP_001,2023-06-20,225.73,0,0,0,Rainy,0
PROP_001,2023-06-21,334.93,0,0,0,Sunny,0
PROP_001,2023-06-22,300.2,0,0,0,Cloudy,0
PROP_001,2023-06-23,238.64,0,0,0,Cloudy,1
PROP_001,2023-06-24,327.22,1,0,0,Cloudy,0
PROP_001,2023-06-25,257.0,1,0,0,Sunny,1
PROP_001,2023-06-26,234.85,0,0,0,Sunny,1
PROP_001,2023-06-27,297.63,0,0,0,Sunny,1
PROP_001,2023-06-28,339.21,0,0,0,Sunny,0
PROP_001,2023-06-29,216.15,0,0,0,Sunny,1
PROP_001,2023-06-30,210.9,0,0,0,Sunny,1
PROP_001,2023-07-01,334.32,1,0,0,Sunny,1
PROP_001,2023-07-02,285.95,1,0,0,Sunny,1
PROP_001,2023-07-03,393.55,0,1,0,Sunny,0
PROP_001,2023-07-04,259.05,0,0,0,Sunny,0
PROP_001,2023-07-05,344.26,0,0,0,Cloudy,0
PROP_001,2023-07-06,269.93,0,0,0,Cloudy,0
PROP_001,2023-07-07,201.7,0,0,0,Cloudy,1
PROP_001,2023-07-08,236.16,1,0,0,Sunny,1
PROP_001,2023-07-09,213.17,1,0,0,Sunny,1
PROP_001,2023-07-10,279.75,0,0,0,Cloudy,0
PROP_001,2023-07-11,361.58,0,0,0,Sunny,0
PROP_001,2023-07-12,358.05,0,0,0,Sunny,0
PROP_001,2023-07-13,286.7,0,0,0,Sunny,0
PROP_001,2023-07-14,334.29,0,0,0,Sunny,0
PROP_001,2023-07-15,232.5,1,0,0,Sunny,1
PROP_001,2023-07-16,383.75,1,0,0,Sunny,0
PROP_001,2023-07-17,205.33,0,0,0,Rainy,1
PROP_001,2023-07-18,356.19,0,0,0,Cloudy,0
PROP_001,2023-07-19,248.18,0,0,0,Cloudy,1
PROP_001,2023-07-20,214.81,0,0,0,Sunny,1
PROP_001,2023-07-21,275.93,0,0,0,Sunny,1
PROP_001,2023-07-22,374.7,1,0,0,Sunny,0
PROP_001,2023-07-23,206.37,1,0,0,Cloudy,1
PROP_001,2023-07-24,294.99,0,0,0,Sunny,0
PROP_001,2023-07-25,348.61,0,0,1,Cloudy,0
PROP_001,2023-07-26,221.33,0,0,0,Sunny,1
PROP_001,2023-07-27,308.11,0,0,0,Sunny,0
PROP_001,2023-07-28,277.63,0,0,0,Sunny,0
PROP_001,2023-07-29,355.06,1,0,0,Sunny,1
PROP_001,2023-07-30,316.54,1,0,0,Cloudy,1
PROP_001,2023-07-31,224.19,0,0,0,Cloudy,1
PROP_001,2023-08-01,202.72,0,0,0,Sunny,1
PROP_001,2023-08-02,239.22,0,0,0,Rainy,0
PROP_001,2023-08-03,285.0,0,0,0,Sunny,0
PROP_001,2023-08-04,309.69,0,0,0,Sunny,0
PROP_001,2023-08-05,255.88,1,0,0,Sunny,1
PROP_001,2023-08-06,271.61,1,0,0,Sunny,1
PROP_001,2023-08-07,322.04,0,0,0,Sunny,0
PROP_001,2023-08-08,211.54,0,0,0,Rainy,1
PROP_001,2023-08-09,219.28,0,0,0,Rainy,1
PROP_001,2023-08-10,342.19,0,0,0,Rainy,0
PROP_001,2023-08-11,267.09,0,0,0,Sunny,1
PROP_001,2023-08-12,367.01,1,0,0,Cloudy,0
PROP_001,2023-08-13,356.37,1,0,0,Sunny,1
PROP_001,2023-08-14,304.99,0,0,0,Sunny,0
PROP_001,2023-08-15,246.27,0,0,0,Sunny,1
PROP_001,2023-08-16,297.78,0,0,0,Sunny,1
PROP_001,2023-08-17,310.13,0,0,0,Cloudy,0
PROP_001,2023-08-18,282.39,0,0,0,Sunny,0
PROP_001,2023-08-19,377.91,1,0,0,Sunny,1
PROP_001,2023-08-20,345.12,1,0,0,Sunny,1
PROP_001,2023-08-21,336.23,0,0,0,Sunny,0
PROP_001,2023-08-22,214.73,0,0,0,Sunny,0
PROP_001,2023-08-23,258.88,0,0,0,Sunny,1
PROP_001,2023-08-24,267.94,0,0,1,Cloudy,1
PROP_001,2023-08-25,305.92,0,0,0,Cloudy,0
PROP_001,2023-08-26,304.07,1,0,0,Sunny,0
PROP_001,2023-08-27,315.03,1,0,0,Sunny,1
PROP_001,2023-08-28,312.68,0,0,0,Cloudy,0
PROP_001,2023-08-29,273.85,0,0,1,Cloudy,1
PROP_001,2023-08-30,252.86,0,0,1,Cloudy,1
PROP_001,2023-08-31,301.42,0,0,0,Sunny,1
PROP_001,2023-09-01,319.96,0,0,0,Sunny,0
PROP_001,2023-09-02,370.1,1,0,0,Rainy,0
PROP_001,2023-09-03,262.79,1,0,0,Cloudy,1
PROP_001,2023-09-04,318.19,0,0,0,Cloudy,0
PROP_001,2023-09-05,204.19,0,0,0,Sunny,1
PROP_001,2023-09-06,329.35,0,0,0,Sunny,0
PROP_001,2023-09-07,244.33,0,0,0,Rainy,1
PROP_001,2023-09-08,222.99,0,0,0,Rainy,1
PROP_001,2023-09-09,256.99,1,0,0,Rainy,1
PROP_001,2023-09-10,397.66,1,0,0,Cloudy,0
PROP_001,2023-09-11,359.55,0,0,0,Cloudy,0
PROP_001,2023-09-12,221.6,0,0,0,Cloudy,1
PROP_001,2023-09-13,292.95,0,0,0,Rainy,1
PROP_001,2023-09-14,311.79,0,0,0,Rainy,0
PROP_001,2023-09-15,271.82,0,0,0,Cloudy,0
PROP_001,2023-09-16,296.13,1,0,0,Cloudy,1
PROP_001,2023-09-17,302.93,1,0,0,Sunny,1
PROP_001,2023-09-18,346.72,0,0,0,Rainy,0
PROP_001,2023-09-19,194.79,0,0,0,Cloudy,1
PROP_001,2023-09-20,203.3,0,0,0,Cloudy,1
PROP_001,2023-09-21,374.67,0,0,1,Sunny,0
PROP_001,2023-09-22,273.57,0,0,0,Sunny,0
PROP_001,2023-09-23,374.12,1,0,0,Rainy,0
PROP_001,2023-09-24,277.24,1,0,0,Rainy,0
PROP_001,2023-09-25,326.87,0,0,1,Sunny,1
PROP_001,2023-09-26,201.48,0,0,0,Cloudy,1
PROP_001,2023-09-27,252.2,0,0,0,Sunny,1
PROP_001,2023-09-28,246.99,0,0,0,Rainy,0
PROP_001,2023-09-29,233.71,0,0,0,Cloudy,1
PROP_001,2023-09-30,344.22,1,0,0,Cloudy,1
PROP_001,2023-10-01,357.26,1,0,0,Cloudy,0
PROP_001,2023-10-02,396.39,0,0,1,Sunny,1
PROP_001,2023-10-03,225.99,0,0,0,Sunny,1
PROP_001,2023-10-04,250.9,0,0,0,Rainy,0
PROP_001,2023-10-05,357.47,0,0,0,Cloudy,0
PROP_001,2023-10-06,224.6,0,0,0,Rainy,0
PROP_001,2023-10-07,431.2,1,1,0,Rainy,0
PROP_001,2023-10-08,251.68,1,0,0,Rainy,1
PROP_001,2023-10-09,286.57,0,0,0,Sunny,1
PROP_001,2023-10-10,343.52,0,0,1,Cloudy,0
PROP_001,2023-10-11,217.48,0,0,0,Cloudy,1
PROP_001,2023-10-12,306.11,0,0,0,Rainy,0
PROP_001,2023-10-13,339.62,0,0,0,Cloudy,0
PROP_001,2023-10-14,307.82,1,0,0,Sunny,1
PROP_001,2023-10-15,229.79,1,0,0,Cloudy,1
PROP_001,2023-10-16,359.28,0,0,0,Cloudy,0
PROP_001,2023-10-17,251.16,0,0,0,Cloudy,1
PROP_001,2023-10-18,341.34,0,0,0,Cloudy,0
PROP_001,2023-10-19,321.35,0,0,0,Cloudy,0
PROP_001,2023-10-20,196.64,0,0,0,Cloudy,1
PROP_001,2023-10-21,349.18,1,0,1,Cloudy,1
PROP_001,2023-10-22,324.83,1,0,0,Sunny,1
PROP_001,2023-10-23,209.55,0,0,0,Sunny,1
PROP_001,2023-10-24,251.82,0,0,0,Sunny,1
PROP_001,2023-10-25,328.84,0,0,0,Cloudy,0
PROP_001,2023-10-26,256.61,0,0,0,Sunny,0
PROP_001,2023-10-27,209.42,0,0,0,Rainy,0
PROP_001,2023-10-28,277.79,1,0,0,Sunny,1
PROP_001,2023-10-29,255.55,1,0,0,Cloudy,1
PROP_001,2023-10-30,302.47,0,0,0,Sunny,0
PROP_001,2023-10-31,328.37,0,0,1,Sunny,1
PROP_001,2023-11-01,297.52,0,0,0,Sunny,1
PROP_001,2023-11-02,222.2,0,0,0,Cloudy,1
PROP_001,2023-11-03,279.49,0,0,0,Sunny,0
PROP_001,2023-11-04,290.67,1,0,0,Rainy,0
PROP_001,2023-11-05,449.23,1,0,1,Sunny,1
PROP_001,2023-11-06,247.75,0,0,0,Cloudy,0
PROP_001,2023-11-07,361.04,0,0,0,Cloudy,0
PROP_001,2023-11-08,316.45,0,0,0,Rainy,0
PROP_001,2023-11-09,248.32,0,0,0,Rainy,0
PROP_001,2023-11-10,309.95,0,0,0,Cloudy,0
PROP_001,2023-11-11,210.78,1,0,0,Sunny,1
PROP_001,2023-11-12,304.92,1,0,0,Rainy,1
PROP_001,2023-11-13,250.66,0,0,0,Sunny,1
PROP_001,2023-11-14,291.71,0,1,0,Rainy,1
PROP_001,2023-11-15,450.61,0,1,0,Sunny,0
PROP_001,2023-11-16,236.68,0,0,0,Cloudy,1
PROP_001,2023-11-17,332.38,0,0,0,Rainy,0
PROP_001,2023-11-18,240.46,1,0,0,Sunny,1
PROP_001,2023-11-19,243.17,1,0,0,Rainy,1
PROP_001,2023-11-20,361.61,0,0,1,Rainy,0
PROP_001,2023-11-21,353.39,0,1,0,Sunny,1
PROP_001,2023-11-22,330.17,0,0,0,Sunny,0
PROP_001,2023-11-23,336.53,0,0,0,Sunny,0
PROP_001,2023-11-24,246.95,0,0,0,Sunny,1
PROP_001,2023-11-25,227.24,1,0,0,Sunny,1
PROP_001,2023-11-26,365.12,1,0,0,Rainy,0
PROP_001,2023-11-27,255.57,0,1,0,Rainy,1
PROP_001,2023-11-28,254.65,0,0,0,Sunny,1
PROP_001,2023-11-29,284.81,0,1,0,Sunny,1
PROP_001,2023-11-30,346.67,0,0,0,Cloudy,0
PROP_001,2023-12-01,233.03,0,0,0,Cloudy,1
PROP_001,2023-12-02,341.7,1,0,0,Snowy,0
PROP_001,2023-12-03,241.11,1,0,0,Cloudy,1
PROP_001,2023-12-04,258.25,0,0,0,Cloudy,0
PROP_001,2023-12-05,215.43,0,0,0,Snowy,1
PROP_001,2023-12-06,300.26,0,1,0,Snowy,0
PROP_001,2023-12-07,291.82,0,0,1,Snowy,1
PROP_001,2023-12-08,335.8,0,0,0,Cloudy,0
PROP_001,2023-12-09,389.99,1,0,0,Sunny,1
PROP_001,2023-12-10,314.57,1,0,0,Cloudy,1
PROP_001,2023-12-11,269.8,0,0,0,Sunny,1
PROP_001,2023-12-12,248.49,0,1,0,Sunny,1
PROP_001,2023-12-13,201.41,0,0,0,Snowy,0
PROP_001,2023-12-14,333.28,0,0,0,Cloudy,0
PROP_001,2023-12-15,206.18,0,0,0,Sunny,1
PROP_001,2023-12-16,298.16,1,0,0,Cloudy,0
PROP_001,2023-12-17,432.85,1,1,0,Cloudy,1
PROP_001,2023-12-18,380.5,0,1,0,Snowy,1
PROP_001,2023-12-19,266.3,0,0,0,Snowy,0
PROP_001,2023-12-20,290.73,0,0,0,Sunny,0
PROP_001,2023-12-21,347.72,0,1,0,Sunny,1
PROP_001,2023-12-22,318.54,0,0,0,Sunny,0
PROP_001,2023-12-23,371.41,1,1,0,Snowy,0
PROP_001,2023-12-24,259.31,1,0,0,Sunny,1
PROP_001,2023-12-25,338.47,0,0,1,Rainy,1
PROP_001,2023-12-26,301.95,0,0,0,Cloudy,0
PROP_001,2023-12-27,308.19,0,0,0,Snowy,0
PROP_001,2023-12-28,326.88,0,0,0,Rainy,0
PROP_001,2023-12-29,358.05,0,0,0,Cloudy,0
PROP_001,2023-12-30,321.33,1,0,0,Sunny,0
PROP_001,2023-12-31,258.86,1,0,0,Rainy,1
PROP_002,2023-01-01,284.72,1,0,0,Snowy,0
PROP_002,2023-01-02,216.72,0,0,0,Snowy,0
PROP_002,2023-01-03,237.27,0,0,0,Sunny,0
PROP_002,2023-01-04,216.73,0,0,0,Cloudy,0
PROP_002,2023-01-05,233.01,0,0,0,Snowy,0
PROP_002,2023-01-06,225.77,0,0,0,Rainy,0
PROP_002,2023-01-07,209.67,1,0,0,Snowy,0
PROP_002,2023-01-08,270.6,1,0,1,Snowy,0
PROP_002,2023-01-09,263.57,0,0,0,Snowy,0
PROP_002,2023-01-10,225.05,0,0,0,Snowy,0
PROP_002,2023-01-11,157.59,0,0,0,Cloudy,1
PROP_002,2023-01-12,244.38,0,0,0,Snowy,0
PROP_002,2023-01-13,278.51,0,0,0,Cloudy,0
PROP_002,2023-01-14,190.77,1,0,0,Snowy,0
PROP_002,2023-01-15,311.75,1,1,0,Cloudy,0
PROP_002,2023-01-16,193.48,0,0,0,Sunny,1
PROP_002,2023-01-17,153.88,0,0,0,Sunny,1
PROP_002,2023-01-18,250.04,0,0,0,Snowy,0
PROP_002,2023-01-19,243.02,0,0,0,Cloudy,0
PROP_002,2023-01-20,331.26,0,0,1,Cloudy,0
PROP_002,2023-01-21,262.04,1,0,0,Snowy,0
PROP_002,2023-01-22,220.26,1,0,0,Rainy,0
PROP_002,2023-01-23,240.44,0,0,0,Sunny,0
PROP_002,2023-01-24,310.83,0,1,0,Snowy,0
PROP_002,2023-01-25,172.26,0,0,0,Cloudy,1
PROP_002,2023-01-26,200.21,0,0,1,Snowy,0
PROP_002,2023-01-27,302.92,0,1,0,Cloudy,0
PROP_002,2023-01-28,303.08,1,0,0,Sunny,0
PROP_002,2023-01-29,242.4,1,0,0,Sunny,1
PROP_002,2023-01-30,164.94,0,0,0,Cloudy,1
PROP_002,2023-01-31,262.2,0,0,0,Sunny,0
PROP_002,2023-02-01,182.64,0,0,0,Cloudy,1
PROP_002,2023-02-02,162.66,0,0,0,Cloudy,0
PROP_002,2023-02-03,205.67,0,0,0,Snowy,0
PROP_002,2023-02-04,184.86,1,0,0,Cloudy,1
PROP_002,2023-02-05,292.09,1,0,0,Sunny,0
PROP_002,2023-02-06,214.1,0,0,0,Sunny,0
PROP_002,2023-02-07,231.45,0,0,0,Sunny,0
PROP_002,2023-02-08,273.17,0,0,0,Cloudy,0
PROP_002,2023-02-09,195.77,0,1,0,Cloudy,1
PROP_002,2023-02-10,224.27,0,0,0,Snowy,0
PROP_002,2023-02-11,228.73,1,0,0,Sunny,0
PROP_002,2023-02-12,292.35,1,0,0,Cloudy,0
PROP_002,2023-02-13,199.26,0,0,0,Snowy,0
PROP_002,2023-02-14,154.5,0,0,0,Sunny,1
PROP_002,2023-02-15,205.46,0,0,0,Sunny,0
PROP_002,2023-02-16,167.21,0,0,0,Snowy,0
PROP_002,2023-02-17,267.46,0,0,0,Cloudy,0
PROP_002,2023-02-18,253.07,1,0,0,Sunny,0
PROP_002,2023-02-19,174.17,1,0,0,Rainy,1
PROP_002,2023-02-20,171.85,0,0,0,Cloudy,1
PROP_002,2023-02-21,166.95,0,0,0,Sunny,0
PROP_002,2023-02-22,195.69,0,0,0,Cloudy,0
PROP_002,2023-02-23,173.37,0,0,0,Snowy,0
PROP_002,2023-02-24,265.89,0,0,0,Sunny,0
PROP_002,2023-02-25,217.77,1,0,0,Sunny,0
PROP_002,2023-02-26,308.25,1,0,0,Snowy,0
PROP_002,2023-02-27,165.45,0,0,0,Snowy,0
PROP_002,2023-02-28,157.76,0,0,0,Cloudy,1
PROP_002,2023-03-01,284.07,0,0,0,Rainy,0
PROP_002,2023-03-02,176.22,0,0,0,Sunny,0
PROP_002,2023-03-03,186.78,0,0,0,Cloudy,0
PROP_002,2023-03-04,291.95,1,0,0,Rainy,0
PROP_002,2023-03-05,196.9,1,0,0,Cloudy,0
PROP_002,2023-03-06,265.24,0,0,0,Cloudy,0
PROP_002,2023-03-07,226.82,0,0,0,Rainy,0
PROP_002,2023-03-08,287.96,0,0,0,Cloudy,0
PROP_002,2023-03-09,173.83,0,0,0,Sunny,0
PROP_002,2023-03-10,258.75,0,0,0,Cloudy,0
PROP_002,2023-03-11,263.87,1,0,0,Sunny,0
PROP_002,2023-03-12,243.68,1,0,0,Sunny,0
PROP_002,2023-03-13,173.49,0,0,0,Sunny,1
PROP_002,2023-03-14,304.86,0,0,1,Cloudy,0
PROP_002,2023-03-15,233.3,0,0,0,Cloudy,0
PROP_002,2023-03-16,215.22,0,0,0,Rainy,0
PROP_002,2023-03-17,158.7,0,0,0,Cloudy,1
PROP_002,2023-03-18,187.5,1,0,0,Sunny,1
PROP_002,2023-03-19,217.66,1,0,0,Sunny,0
PROP_002,2023-03-20,255.02,0,0,0,Cloudy,0
PROP_002,2023-03-21,219.72,0,0,0,Sunny,0
PROP_002,2023-03-22,223.82,0,0,0,Rainy,0
PROP_002,2023-03-23,229.23,0,0,0,Cloudy,0
PROP_002,2023-03-24,277.08,0,0,0,Sunny,0
PROP_002,2023-03-25,230.16,1,0,0,Cloudy,0
PROP_002,2023-03-26,236.32,1,0,0,Rainy,0
PROP_002,2023-03-27,314.23,0,0,1,Rainy,0
PROP_002,2023-03-28,161.59,0,0,0,Rainy,0
PROP_002,2023-03-29,154.03,0,0,0,Rainy,0
PROP_002,2023-03-30,185.91,0,0,0,Rainy,0
PROP_002,2023-03-31,195.52,0,0,0,Sunny,1
PROP_002,2023-04-01,279.67,1,0,0,Sunny,0
PROP_002,2023-04-02,291.05,1,0,0,Cloudy,0
PROP_002,2023-04-03,263.78,0,0,0,Sunny,0
PROP_002,2023-04-04,198.41,0,0,0,Sunny,0
